"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"26256","Netherlands","Female","No","Yes",3,2.5,"NEVER married",16,75,34,45,18
"26257","Netherlands","Male","Yes","Yes",3.66666666666667,1.5,"Legally married",16,75,61,50,18
"26258","Netherlands","Female","Yes","Yes",4.66666666666667,5,"NEVER married",19,60,40,45,14
"26259","Netherlands","Female","No","Yes",4,3.5,"Divorced",16,65,53,45,8
"26260","Netherlands","Female","No","Yes",4,2,"Legally married",18,75,44,50,15
"26261","Netherlands","Male","No","Yes",4,3.5,"Legally married",16,70,65,60,10
"26262","Netherlands","Male","No","Yes",3.66666666666667,4,"NEVER married",20,70,22,50,12
"26263","Netherlands","Male","No","Yes",2.66666666666667,4,"NEVER married",22,75,22,60,14
"26264","Netherlands","Male","No","Yes",5,2.5,"Legally married",21,90,68,60,22
"26265","Netherlands","Female","No","Yes",3.33333333333333,3,"Legally married",22,70,33,50,17
"26266","Netherlands","Female","No","Yes",3.66666666666667,2.5,"Legally married",20,70,72,45,18
"26269","Netherlands","Female","No","Yes",3.66666666666667,2.5,"Legally married",18,70,62,50,10
"26271","Netherlands","Male","No","Yes",4,4,"Legally married",21,80,57,40,10
"26272","Netherlands","Male","No","Yes",2.33333333333333,3,"Legally married",20,65,35,40,12
"26273","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",21,70,39,50,14
"26274","Netherlands","Male","No","Yes",4,2.5,"Legally married",18,65,66,45,10
"26275","Netherlands","Female","No","Yes",4,3,"Divorced",18,70,44,50,12
"26277","Netherlands","Female","No","Yes",3,2,"NEVER married",21,75,28,40,18
"26279","Netherlands","Female","No","Yes",4,4,"Legally married",18,70,38,50,10
"26281","Netherlands","Female","Yes","Yes",3.66666666666667,3.5,"Legally married",21,80,47,50,10
"26282","Netherlands","Male","No","Yes",4,2.5,"NEVER married",20,70,22,45,16
"26283","Netherlands","Male","No","Yes",4.66666666666667,3,"Legally married",19,80,60,40,12
"26284","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Legally married",18,70,45,50,8
"26285","Netherlands","Female","No","Yes",4.66666666666667,3.5,"NEVER married",26,80,34,60,19
"26286","Netherlands","Female","Yes","Yes",4.66666666666667,3.5,"Legally married",18,70,41,50,13
"26287","Netherlands","Male","No","Yes",3.33333333333333,4,"Legally married",18,70,63,55,12
"26291","Netherlands","Female","No","Yes",4.33333333333333,4.5,"Divorced",18,80,67,50,10
"26292","Netherlands","Male","Yes","Yes",4.33333333333333,2.5,"NEVER married",21,80,42,50,9
"26294","Netherlands","Female","No","Yes",3.33333333333333,2,"NEVER married",18,80,16,50,8
"26295","Netherlands","Female","No","Yes",4.66666666666667,3,"NEVER married",27,70,41,50,19
"26296","Netherlands","Female","No","Yes",4,3,"NEVER married",18,75,38,40,11
"26298","Netherlands","Female","No","No",4,3.5,"Legally married",18,70,64,40,12
"26299","Netherlands","Female","No","Yes",4.66666666666667,3.5,"Legally married",23,70,28,50,15
"26300","Netherlands","Male","Yes","Yes",4,3,"Legally married",18,75,40,50,14
"26301","Netherlands","Female","No","Yes",4,3.5,"Legally married",20,75,58,60,14
"26302","Netherlands","Male","Yes","Yes",4.33333333333333,4.5,"NEVER married",18,70,34,48,12
"26303","Netherlands","Female","No","No",3.33333333333333,3,"NEVER married",18,75,41,35,21
"26304","Netherlands","Male","No","Yes",4,4,"Legally married",18,75,69,50,10
"26305","Netherlands","Female","No","Yes",4.33333333333333,4.5,"Legally married",16,70,46,60,9
"26306","Netherlands","Male","No","Yes",4.66666666666667,3,"Legally married",17,75,45,45,14
"26308","Netherlands","Female","No","Yes",4,4,"Legally married",18,65,75,50,10
"26309","Netherlands","Female","No","Yes",4,3.5,"Legally married",20,80,52,51,11
"26310","Netherlands","Female","No","Yes",3.66666666666667,2,"Legally married",20,70,63,50,8
"26311","Netherlands","Male","Yes","Yes",3.66666666666667,3.5,"NEVER married",23,70,27,34,14
"26312","Netherlands","Male","No","Yes",1.66666666666667,0.5,"Legally married",23,75,34,49,16
"26313","Netherlands","Male","No","Yes",4.33333333333333,3,"Legally married",30,80,35,50,13
"26314","Netherlands","Female","No","Yes",4,3,"Legally married",19,78,34,50,15
"26315","Netherlands","Male","Yes","Yes",3.33333333333333,3,"NEVER married",21,65,29,40,14
"26316","Netherlands","Female","No","Yes",4,4,"Legally married",16,80,30,40,12
"26317","Netherlands","Male","No","Yes",4.33333333333333,2.5,"Legally married",18,80,43,45,16
"26319","Netherlands","Female","No","Yes",4.66666666666667,4.5,"Legally married",20,70,33,40,18
"26320","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",21,70,63,45,9
"26321","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",18,75,59,60,19
"26322","Netherlands","Male","Yes","Yes",4,1,"Legally married",18,70,36,45,18
"26323","Netherlands","Female","No","No",5,5,"Legally married",20,50,31,35,12
"26324","Netherlands","Female","No","Yes",3.66666666666667,4,"NEVER married",20,75,38,50,19
"26326","Netherlands","Female","No","Yes",3.66666666666667,3,"NEVER married",19,70,46,40,15
"26327","Netherlands","Female","No","Yes",3,3.5,"Widowed",30,75,75,50,8
"26328","Netherlands","Male","No","Yes",2,1.5,"Legally married",20,75,37,45,14
"26329","Netherlands","Male","No","Yes",4,4,"Divorced",19,70,70,40,6
"26330","Netherlands","Male","Yes","Yes",3.33333333333333,2,"Legally married",16,65,46,40,17
"26331","Netherlands","Female","No","Yes",3,3.5,"Divorced",18,75,50,45,5
"26332","Netherlands","Female","No","Yes",4.33333333333333,2.5,"Legally married",18,70,43,50,18
"26333","Netherlands","Male","No","Yes",4.33333333333333,3.5,"Legally married",17,70,42,30,11
"26334","Netherlands","Female","No","Yes",3.66666666666667,4,"Widowed",25,78,82,67,6
"26335","Netherlands","Female","No","Yes",4,5,"Legally married",15,60,78,40,12
"26337","Netherlands","Female","No","Yes",4.33333333333333,1.5,"Legally married",18,80,54,70,12
"26338","Netherlands","Male","No","Yes",4.33333333333333,4.5,"NEVER married",15,80,77,50,10
"26340","Netherlands","Male","Yes","Yes",3.66666666666667,1.5,"NEVER married",18,75,28,45,14
"26342","Netherlands","Female","No","Yes",3.66666666666667,3.5,"Legally married",18,70,57,55,11
"26344","Netherlands","Female","No","Yes",3.66666666666667,3,"NEVER married",18,65,32,40,18
"26346","Netherlands","Female","No","No",3.33333333333333,3.5,"Legally married",27,62,36,30,10
"26347","Netherlands","Female","No","Yes",4,3.5,"Widowed",20,75,62,50,8
"26348","Netherlands","Female","No","Yes",5,2,"Legally married",20,75,58,45,12
"26349","Netherlands","Female","No","Yes",4.33333333333333,2.5,"NEVER married",20,75,27,45,18
"26351","Netherlands","Male","Yes","Yes",4.66666666666667,3,"NEVER married",18,65,32,35,23
"26353","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",20,60,42,40,9
"26354","Netherlands","Male","Yes","Yes",3.33333333333333,3,"Legally married",20,65,62,40,14
"26357","Netherlands","Female","No","Yes",4.66666666666667,4.5,"NEVER married",25,70,29,35,8
"26358","Netherlands","Female","Yes","Yes",4,4,"NEVER married",20,70,22,50,15
"26359","Netherlands","Male","No","Yes",4.33333333333333,4.5,"Legally married",18,65,71,45,10
"26360","Netherlands","Female","No","Yes",4,3,"Legally married",16,87,65,60,8
"26361","Netherlands","Male","No","Yes",4,3.5,"Legally married",18,75,44,50,15
"26362","Netherlands","Female","Yes","Yes",3.66666666666667,4,"NEVER married",22,70,37,35,23
"26363","Netherlands","Male","No","Yes",3.33333333333333,4.5,"Legally married",17,70,42,40,12
"26364","Netherlands","Male","No","Yes",3.66666666666667,3,"Legally married",21,80,38,50,11
"26365","Netherlands","Male","No","Yes",3,2.5,"NEVER married",21,70,25,55,12
"26366","Netherlands","Male","No","Yes",4.66666666666667,3.5,"Legally married",18,70,31,50,18
"26367","Netherlands","Female","No","No",4.33333333333333,4,"Widowed",20,80,40,40,12
"26368","Netherlands","Female","No","No",4,3.5,"Legally married",18,70,31,30,16
"26369","Netherlands","Male","Yes","Yes",4.66666666666667,3,"Divorced",24,80,57,50,14
"26370","Netherlands","Female","No","Yes",4,4.5,"Legally married",18,70,63,62,12
"26371","Netherlands","Female","No","Yes",5,5,"Widowed",18,70,70,50,6
"26372","Netherlands","Female","No","Yes",3,2.5,"Legally married",18,73,40,50,11
"26373","Netherlands","Male","No","Yes",3.66666666666667,5,"Legally married",17,75,58,60,9
"26374","Netherlands","Female","No","Yes",4,1.5,"Divorced",18,75,56,55,19
"26375","Netherlands","Female","No","Yes",3.66666666666667,3,"NEVER married",19,67,31,50,14
"26376","Netherlands","Male","No","Yes",4.33333333333333,2,"Legally married",17,70,32,45,16
"26377","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",16,65,47,50,12
"26378","Netherlands","Female","Yes","No",5,3,"Divorced",23,80,56,50,20
"26379","Netherlands","Male","No","No",4.33333333333333,2,"Legally married",20,70,25,50,15
"26380","Netherlands","Male","Yes","Yes",4.33333333333333,3.5,"Divorced",30,65,42,45,15
"26381","Netherlands","Female","No","Yes",4,4,"Widowed",16,75,75,50,8
"26382","Netherlands","Female","No","Yes",3.33333333333333,4,"Legally married",21,65,71,65,8
"26383","Netherlands","Female","No","Yes",2.66666666666667,3.5,"Legally married",19,80,37,60,12
"26384","Netherlands","Female","No","Yes",3.66666666666667,2.5,"NEVER married",20,60,21,40,14
"26385","Netherlands","Male","Yes","No",3.66666666666667,3,"Legally married",18,70,76,45,18
"26386","Netherlands","Male","No","Yes",3.66666666666667,2,"Legally married",20,65,75,40,12
"26387","Netherlands","Female","No","Yes",4,2.5,"Legally married",17,70,42,40,16
"26388","Netherlands","Male","No","Yes",3.66666666666667,3.5,"Divorced",25,65,77,45,13
"26389","Netherlands","Male","No","Yes",2.66666666666667,0,"NEVER married",23,70,32,45,20
"26390","Netherlands","Female","No","Yes",4.66666666666667,4.5,"Legally married",18,65,43,40,12
"26391","Netherlands","Male","No","Yes",3.66666666666667,3,"Legally married",21,72,66,55,25
"26392","Netherlands","Female","No","Yes",4,3.5,"Legally married",18,70,57,50,14
"26393","Netherlands","Male","No","Yes",3,2.5,"Legally married",18,65,25,45,12
"26394","Netherlands","Female","No","Yes",4,4,"Legally married",21,70,52,50,14
"26395","Netherlands","Female","No","Yes",3.66666666666667,3.5,"NEVER married",18,70,40,30,15
"26396","Netherlands","Male","No","Yes",3.66666666666667,3.5,"NEVER married",17,70,18,54,12
"26397","Netherlands","Male","No","Yes",3.33333333333333,2.5,"NEVER married",18,60,46,35,15
"26398","Netherlands","Female","No","Yes",3.33333333333333,2.5,"Legally married",18,80,37,55,18
"26399","Netherlands","Female","No","Yes",4,2,"Legally married",20,82,85,55,10
"26400","Netherlands","Male","No","Yes",4,4,"Legally married",18,80,76,60,5
"26401","Netherlands","Male","No","Yes",4,2.5,"Legally married",23,70,56,48,13
"26402","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Divorced",18,65,25,50,15
"26404","Netherlands","Female","Yes","Yes",3.66666666666667,3,"Divorced",18,65,68,40,8
"26405","Netherlands","Female","Yes","Yes",5,4,"Legally married",21,70,62,50,14
"26407","Netherlands","Male","No","Yes",3.66666666666667,3,"NEVER married",24,70,34,40,12
"26408","Netherlands","Female","Yes","Yes",4.66666666666667,4,"Legally married",17,80,39,45,6
"26409","Netherlands","Female","No","Yes",3.66666666666667,3,"NEVER married",18,60,21,40,14
"26410","Netherlands","Female","No","Yes",3.66666666666667,3.5,"Legally married",25,75,33,50,18
"26412","Netherlands","Female","Yes","Yes",5,5,"Legally married",16,80,58,60,10
"26414","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Divorced",18,80,53,40,15
"26415","Netherlands","Female","No","Yes",4.66666666666667,4.5,"NEVER married",30,75,18,50,12
"26416","Netherlands","Male","Yes","Yes",3.33333333333333,2.5,"NEVER married",18,30,51,21,13
"26417","Netherlands","Female","No","Yes",3.33333333333333,4,"NEVER married",30,60,30,40,12
"26418","Netherlands","Female","No","Yes",3.33333333333333,2,"Legally married",20,70,40,45,15
"26419","Netherlands","Male","No","Yes",4,4.5,"Legally married",16,75,83,50,3
"26420","Netherlands","Female","No","Yes",3.33333333333333,3.5,"NEVER married",20,70,69,40,8
"26422","Netherlands","Female","Yes","Yes",4.33333333333333,1.5,"Legally married",18,80,42,63,14
"26423","Netherlands","Female","Yes","Yes",5,3.5,"Widowed",18,90,63,50,15
"26424","Netherlands","Male","No","Yes",3.66666666666667,3,"Legally married",18,65,46,45,14
"26425","Netherlands","Male","No","Yes",5,5,"Legally married",18,60,54,60,12
"26426","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",20,75,58,50,11
"26427","Netherlands","Male","No","Yes",4.33333333333333,3,"Legally married",21,60,31,40,16
"26429","Netherlands","Female","No","Yes",4.33333333333333,2,"NEVER married",16,70,35,55,16
"26430","Netherlands","Male","No","Yes",4.33333333333333,3.5,"Legally married",18,65,45,40,22
"26432","Netherlands","Male","No","Yes",3,3,"NEVER married",16,70,30,50,12
"26434","Netherlands","Female","No","Yes",4,3,"Widowed",20,70,73,50,8
"26435","Netherlands","Male","No","Yes",4.33333333333333,3,"Legally married",18,70,52,50,16
"26437","Netherlands","Male","No","Yes",3.33333333333333,2,"Legally married",21,70,63,40,13
"26438","Netherlands","Male","Yes","Yes",4,1.5,"Divorced",19,72,43,50,18
"26439","Netherlands","Female","No","Yes",4,2.5,"Divorced",18,80,28,45,15
"26440","Netherlands","Female","No","Yes",4.66666666666667,1,"NEVER married",18,70,27,45,16
"26441","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",17,75,39,50,20
"26442","Netherlands","Male","Yes","Yes",4,3,"Legally married",21,70,80,55,10
"26443","Netherlands","Female","No","Yes",3.33333333333333,4.5,"NEVER married",21,80,59,70,10
"26444","Netherlands","Female","No","Yes",3.33333333333333,3.5,"NEVER married",18,70,33,45,17
"26445","Netherlands","Male","Yes","Yes",3.33333333333333,2.5,"Legally married",14,70,76,50,14
"26446","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",18,70,59,55,9
"26447","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",21,80,34,50,9
"26448","Netherlands","Female","No","Yes",4.33333333333333,2,"Divorced",20,76,59,47,17
"26449","Netherlands","Male","No","Yes",2.66666666666667,2,"Legally married",21,80,24,50,11
"26450","Netherlands","Female","Yes","Yes",3,4,"NEVER married",21,65,24,50,18
"26451","Netherlands","Male","No","Yes",3.66666666666667,1.5,"NEVER married",16,70,23,50,6
"26452","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",20,70,26,50,16
"26453","Netherlands","Female","No","Yes",3.33333333333333,3,"NEVER married",20,70,52,55,16
"26454","Netherlands","Female","No","Yes",4.33333333333333,4,"Legally married",19,70,73,60,8
"26455","Netherlands","Male","No","No",4.33333333333333,2.5,"NEVER married",21,66,22,32,5
"26456","Netherlands","Male","Yes","Yes",3.66666666666667,3.5,"NEVER married",18,80,23,35,15
"26458","Netherlands","Male","No","Yes",3.66666666666667,3,"Legally married",18,70,29,50,4
"26459","Netherlands","Male","No","Yes",4,2,"NEVER married",19,75,21,45,13
"26460","Netherlands","Female","No","Yes",4.33333333333333,4,"Widowed",20,70,69,40,10
"26461","Netherlands","Male","No","Yes",4,3,"NEVER married",20,70,38,50,10
"26462","Netherlands","Female","No","Yes",5,2,"NEVER married",26,75,24,50,11
"26463","Netherlands","Male","No","Yes",3,4,"NEVER married",20,70,23,40,12
"26464","Netherlands","Female","No","Yes",4,5,"Legally married",15,65,43,50,11
"26465","Netherlands","Male","No","Yes",3,2.5,"NEVER married",20,70,74,35,16
"26466","Netherlands","Male","Yes","Yes",3,2.5,"Legally married",21,70,27,30,12
"26467","Netherlands","Female","No","Yes",4.33333333333333,4,"Legally married",16,75,50,65,13
"26469","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Legally married",18,80,37,40,13
"26470","Netherlands","Male","No","Yes",3.33333333333333,3,"Widowed",21,75,76,55,9
"26471","Netherlands","Female","Yes","Yes",4.66666666666667,4,"Divorced",23,80,22,40,10
"26472","Netherlands","Female","No","Yes",4,0,"NEVER married",21,80,41,50,17
"26473","Netherlands","Female","No","Yes",3.33333333333333,3,"NEVER married",20,68,28,50,12
"26474","Netherlands","Male","Yes","Yes",2.66666666666667,2,"NEVER married",16,70,23,45,11
"26475","Netherlands","Female","No","Yes",4.66666666666667,4,"Widowed",30,70,52,50,10
"26476","Netherlands","Female","No","Yes",4.66666666666667,3.5,"Widowed",18,70,79,45,8
"26477","Netherlands","Male","No","Yes",3.66666666666667,3.5,"Legally married",16,60,47,45,15
"26479","Netherlands","Female","No","Yes",4.33333333333333,3,"Legally married",25,70,42,50,24
"26480","Netherlands","Female","No","Yes",4,2.5,"NEVER married",18,70,32,50,17
"26481","Netherlands","Female","No","Yes",4.66666666666667,3.5,"NEVER married",17,85,16,35,12
"26482","Netherlands","Female","No","Yes",4.33333333333333,3.5,"Legally married",17,70,62,50,14
"26483","Netherlands","Male","Yes","Yes",3.66666666666667,1.5,"Legally married",21,70,27,40,14
"26484","Netherlands","Female","No","Yes",2.33333333333333,3.5,"Widowed",12,70,55,50,8
"26485","Netherlands","Male","Yes","Yes",4,3,"Legally married",16,75,32,40,20
"26486","Netherlands","Female","No","Yes",3,3,"Legally married",20,70,54,55,18
"26487","Netherlands","Female","Yes","No",3,4,"Widowed",25,60,62,40,14
"26488","Netherlands","Female","No","Yes",4.66666666666667,3,"Divorced",19,85,75,60,21
"26489","Netherlands","Female","No","Yes",4.66666666666667,3.5,"NEVER married",25,75,19,50,14
"26491","Netherlands","Female","No","Yes",4.33333333333333,4.5,"Legally married",20,75,27,45,16
"26492","Netherlands","Female","Yes","Yes",3.33333333333333,3.5,"Legally married",18,65,40,52,20
"26493","Netherlands","Male","No","Yes",4.33333333333333,3,"NEVER married",18,65,36,23,18
"26494","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Widowed",20,85,81,65,8
"26495","Netherlands","Male","No","Yes",4.66666666666667,3,"Widowed",17,70,85,32,16
"26496","Netherlands","Male","No","Yes",3.66666666666667,3,"NEVER married",18,70,23,40,17
"26497","Netherlands","Female","No","Yes",4,3.5,"Legally married",22,78,40,45,20
"26498","Netherlands","Female","No","Yes",3.66666666666667,3,"Legally married",19,80,61,60,8
"26500","Netherlands","Female","No","Yes",3.33333333333333,3.5,"NEVER married",18,65,18,40,10
"26501","Netherlands","Female","No","Yes",3.66666666666667,2,"Legally married",18,70,40,50,12
"26502","Netherlands","Female","Yes","Yes",3.66666666666667,4.5,"NEVER married",20,60,17,40,13
"26503","Netherlands","Female","No","Yes",4,4.5,"Widowed",20,70,74,50,10
"26504","Netherlands","Male","No","Yes",4,1.5,"Legally married",18,72,41,53,14
"26505","Netherlands","Male","No","Yes",2,2,"Legally married",17,75,65,35,10
"26506","Netherlands","Female","No","Yes",3.33333333333333,3,"Legally married",18,77,66,55,10
"26507","Netherlands","Female","No","Yes",3.66666666666667,3,"Legally married",20,75,59,50,10
"26508","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",16,65,41,55,19
"26509","Netherlands","Female","No","Yes",3,2,"Legally married",16,80,47,45,30
"26510","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",20,70,67,50,10
"26511","Netherlands","Female","No","Yes",4,4,"Legally married",18,90,50,60,10
"26513","Netherlands","Female","No","Yes",3,3,"Legally married",16,65,35,50,12
"26514","Netherlands","Female","No","Yes",4,3,"Legally married",21,75,50,50,11
"26515","Netherlands","Male","No","Yes",4,3.5,"Legally married",20,90,84,80,9
"26516","Netherlands","Male","No","Yes",3.33333333333333,3.5,"Divorced",16,70,36,45,20
"26517","Netherlands","Male","No","Yes",3,3.5,"NEVER married",19,70,18,30,11
"26520","Netherlands","Female","No","Yes",3.33333333333333,3,"Legally married",18,70,42,55,11
"26521","Netherlands","Female","No","Yes",3.33333333333333,3,"Legally married",20,70,42,55,13
"26522","Netherlands","Female","No","Yes",4,3,"Legally married",17,65,39,45,16
"26523","Netherlands","Female","Yes","Yes",3.66666666666667,3,"Legally married",14,65,59,35,8
"26524","Netherlands","Male","Yes","Yes",3.66666666666667,4.5,"NEVER married",15,65,17,55,13
"26525","Netherlands","Male","Yes","Yes",4,3,"Legally married",18,70,36,30,18
"26526","Netherlands","Male","Yes","Yes",3,3,"NEVER married",20,70,26,50,19
"26527","Netherlands","Female","Yes","Yes",4,4,"Legally married",18,60,51,45,10
"26528","Netherlands","Male","No","Yes",2.66666666666667,2,"Widowed",18,65,53,40,10
"26529","Netherlands","Female","No","Yes",3.66666666666667,4,"Divorced",18,70,44,50,14
"26530","Netherlands","Female","Yes","Yes",3,3,"NEVER married",25,75,25,40,10
"26531","Netherlands","Male","Yes","Yes",4.33333333333333,4.5,"Divorced",18,75,47,40,13
"26532","Netherlands","Female","No","Yes",4.33333333333333,4,"NEVER married",20,65,76,50,14
"26533","Netherlands","Female","No","Yes",4,3,"Legally married",18,75,40,50,15
"26534","Netherlands","Female","No","No",3.33333333333333,4.5,"Widowed",18,75,77,60,8
"26535","Netherlands","Male","No","Yes",3.66666666666667,3.5,"Legally married",20,70,64,50,14
"26536","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",25,70,62,60,11
"26537","Netherlands","Female","No","Yes",4.66666666666667,2.5,"NEVER married",21,70,46,49,36
"26538","Netherlands","Female","Yes","No",4.33333333333333,2,"Divorced",18,75,65,65,20
"26539","Netherlands","Female","No","Yes",3.33333333333333,3.5,"Legally married",18,70,39,46,16
"26540","Netherlands","Male","No","No",4.33333333333333,5,"Legally married",16,70,60,50,8
"26542","Netherlands","Female","Yes","Yes",4.66666666666667,4,"Legally married",18,75,63,40,10
"26543","Netherlands","Male","No","Yes",2.66666666666667,3,"NEVER married",22,65,36,45,15
"26544","Netherlands","Female","No","Yes",4,4,"Legally married",18,65,45,45,17
"26545","Netherlands","Male","No","Yes",3.33333333333333,4,"Divorced",20,80,53,40,10
"26547","Netherlands","Male","No","Yes",4,1.5,"Legally married",18,65,45,45,16
"26549","Netherlands","Female","No","Yes",4,2.5,"NEVER married",19,70,46,55,19
"26550","Netherlands","Male","No","Yes",4,3.5,"Legally married",19,58,61,33,9
"26551","Netherlands","Male","No","Yes",4.66666666666667,4.5,"Legally married",20,65,75,40,2
"26552","Netherlands","Male","No","Yes",3.66666666666667,2,"Widowed",17,70,74,50,12
"26553","Netherlands","Female","No","Yes",3,3,"Widowed",18,75,58,50,9
"26554","Netherlands","Male","No","Yes",3.66666666666667,2.5,"Legally married",20,70,40,45,9
"26555","Netherlands","Female","No","Yes",3.66666666666667,2,"Legally married",25,85,70,50,10
"26557","Netherlands","Female","No","Yes",4.33333333333333,2.5,"Divorced",19,75,53,60,25
"26558","Netherlands","Female","No","Yes",3,3.5,"Legally married",18,80,40,60,12
"26559","Netherlands","Male","No","Yes",3,3,"Legally married",19,65,48,55,25
"26560","Netherlands","Male","No","No",4.66666666666667,5,"Legally married",18,70,42,35,24
"26561","Netherlands","Female","No","No",3,1,"Legally married",21,75,49,50,12
"26562","Netherlands","Female","No","Yes",5,2.5,"Legally married",21,75,40,65,12
"26563","Netherlands","Female","No","Yes",4.33333333333333,0.5,"Widowed",21,85,61,70,18
"26564","Netherlands","Male","No","Yes",3,4,"Legally married",23,70,50,40,15
"26565","Netherlands","Male","No","Yes",3.66666666666667,3,"NEVER married",17,75,31,50,14
"26566","Netherlands","Female","No","No",3,3,"Legally married",19,70,43,45,24
"26567","Netherlands","Male","No","Yes",3.33333333333333,4.5,"Legally married",17,65,61,45,9
"26571","Netherlands","Female","No","Yes",4.33333333333333,4.5,"Divorced",25,75,34,50,18
"26572","Netherlands","Female","No","Yes",4.33333333333333,5,"NEVER married",18,70,28,35,19
"26573","Netherlands","Female","Yes","Yes",3,3,"Legally married",20,70,29,40,12
"26574","Netherlands","Male","No","Yes",3.33333333333333,2,"Legally married",18,70,37,45,12
"26576","Netherlands","Male","No","Yes",3,3.5,"Legally married",18,75,67,50,15
"26577","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",16,75,74,35,9
"26579","Netherlands","Female","No","Yes",3.66666666666667,3,"NEVER married",20,65,39,50,13
"26580","Netherlands","Male","No","Yes",3.33333333333333,3,"Widowed",19,75,78,55,15
"26582","Netherlands","Female","No","Yes",4.33333333333333,4,"Legally married",21,75,61,50,9
"26583","Netherlands","Male","No","Yes",3.33333333333333,2.5,"Legally married",30,70,38,50,6
"26584","Netherlands","Female","No","Yes",4.33333333333333,2,"Legally married",16,80,39,50,17
"26585","Netherlands","Male","No","Yes",4.66666666666667,2.5,"NEVER married",16,70,36,35,24
"26586","Netherlands","Male","No","Yes",2,2.5,"Legally married",20,65,25,40,14
"26587","Netherlands","Male","No","No",3.66666666666667,3.5,"Legally married",18,70,53,35,18
"26588","Netherlands","Male","No","Yes",4.33333333333333,2,"NEVER married",18,75,36,40,10
"26589","Netherlands","Female","No","Yes",3,3,"Legally married",22,75,67,55,9
"26590","Netherlands","Male","No","Yes",3.66666666666667,4,"Legally married",20,73,57,50,11
"26591","Netherlands","Male","No","Yes",3,3,"Legally married",15,80,68,45,15
"26592","Netherlands","Male","No","Yes",5,2.5,"Legally married",18,70,43,50,14
"26593","Netherlands","Male","No","Yes",4.33333333333333,2.5,"Legally married",18,65,37,35,16
"26594","Netherlands","Female","No","Yes",4,4,"Legally married",16,65,86,40,7
"26595","Netherlands","Male","Yes","Yes",4.33333333333333,4,"NEVER married",19,70,17,40,13
"26596","Netherlands","Female","No","Yes",4,3.5,"Legally married",21,80,69,55,10
"26598","Netherlands","Male","No","No",4,2.5,"NEVER married",23,70,45,40,17
"26600","Netherlands","Male","Yes","No",4.33333333333333,3.5,"NEVER married",20,60,26,35,11
"26601","Netherlands","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,67,49,45,15
"26602","Netherlands","Female","No","Yes",4,3.5,"Legally married",21,80,31,55,15
"26603","Netherlands","Female","No","Yes",3.33333333333333,3,"Divorced",23,70,50,55,13
"26604","Netherlands","Female","Yes","Yes",3.33333333333333,3,"Divorced",18,80,42,50,12
"26607","Netherlands","Male","No","Yes",3.33333333333333,4,"Divorced",18,70,75,35,17
"26608","Netherlands","Female","Yes","Yes",4,3,"NEVER married",18,75,44,60,20
"26609","Netherlands","Female","No","Yes",4,4,"Widowed",18,70,88,50,6
"26610","Netherlands","Male","No","Yes",3,1.5,"Legally married",17,70,33,40,12
"26611","Netherlands","Female","Yes","Yes",3,3.5,"Divorced",30,70,41,60,10
"26612","Netherlands","Male","No","Yes",3.33333333333333,4,"Legally married",17,75,75,50,6
"26614","Netherlands","Female","No","Yes",3.66666666666667,4,"Legally married",25,75,69,55,6
"26615","Netherlands","Female","No","Yes",4,2.5,"Legally married",18,80,55,50,13
"26617","Netherlands","Male","Yes","Yes",4,3,"Legally married",17,60,60,40,15
"26618","Netherlands","Female","No","Yes",4,3.5,"Legally married",23,80,73,50,6
"26619","Netherlands","Male","No","Yes",5,3.5,"Legally married",20,70,63,50,15
"26620","Netherlands","Female","No","Yes",4,4,"Legally married",20,70,58,55,9
"26621","Netherlands","Male","No","Yes",2.66666666666667,2.5,"Legally married",21,70,47,40,14
"26622","Netherlands","Female","Yes","Yes",2.66666666666667,2.5,"NEVER married",20,75,20,40,16
"26623","Netherlands","Female","Yes","Yes",3.66666666666667,3.5,"Legally married",21,70,63,50,4
"26624","Netherlands","Male","No","Yes",3.66666666666667,5,"NEVER married",20,70,20,30,16
"26625","Netherlands","Male","Yes","Yes",4,2.5,"Legally married",13,75,46,60,12
"26626","Netherlands","Female","No","Yes",3,4,"Legally married",18,70,25,50,13
